name,stars,city,state_name,party,education,salary,median_rent_2025_10_31,population_density
Dharma Kava Lounge,4.0,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
Starbucks,3.5,Port Richey,Florida,Republican,31.3,45435.0,1721.7101449275362,
Paradise Sweets,4.5,St. Pete Beach,Florida,Republican,38.5,108931.0,,
Catahoula Coffee Shop,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Saint Cecilia,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Cosi,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',1.5,Arnold,Missouri,Republican,25.5,75194.0,1574.3055555555557,
McDonald's,1.5,Caseyville,Illinois,Democrat,34.2,57919.0,,
McDonald's,1.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Wawa,4.0,Bensalem,Pennsylvania,Republican,,60698.0,1804.6603174603176,
McDonald's,1.5,Fishers,Indiana,Republican,62.7,128141.0,1951.650886475448,
Manhattan Bagel,2.0,Willow Grove,Pennsylvania,Democrat,55.4,98402.0,2074.1666666666665,
Wawa,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Einstein Bros Bagels,2.5,Saint Louis,Missouri,Democrat,,55279.0,,
The Mug Shot Coffee & Eatery,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Petite Rouge Cafe ,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Flap-Jacks Pancake House,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Suraya,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.0,Marana,Arizona,Democrat,37.9,108256.0,2097.519841269841,
McDonald's,3.0,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
McDonald's,1.5,Bryn Mawr,Pennsylvania,Democrat,55.4,87218.0,2184.9999999999995,
The Bean Bar,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Dunkin' Donuts,2.0,Goodlettsville,Tennessee,Republican,35.1,65898.0,1786.8333333333333,
McDonald's,1.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dutch Bros Coffee,4.0,Oro Valley,Arizona,Democrat,37.9,105342.0,1923.6564327485376,
Starbucks,2.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
The Original Coffee Bar,4.5,Collingdale,Pennsylvania,Democrat,44.4,49578.0,1162.5,
Yoya Self Service Frozen Yogurt and Bubble Tea,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Starbucks,2.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Paris Baguette,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Whitebox Eatery,4.0,Clayton,Missouri,Democrat,46.7,128898.0,1712.9682539682535,
Healthy Happies Carmel,4.0,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
WIN Bubble Tea - Hickory Hollow,4.5,Antioch,Tennessee,Democrat,,75197.0,,
Cafe Square One,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
K Dessert cafe,5.0,Tampa Bay,Florida,Republican,,71302.0,,
Parrot Pete's,2.5,Harvey,Louisiana,Republican,31.2,43524.0,1309.2763532763531,
Dunkin',2.0,Mount Laurel,New Jersey,Democrat,,91000.0,,
Stacie's Cottage Cafe,4.0,Saint Petersburg,Florida,Republican,,71302.0,,
The Red Bicycle,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
7-Eleven,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.0,Sicklerville,New Jersey,Democrat,38.8,102881.0,2218.611111111112,
Black Rock Coffee Bar,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
McDonald's,2.5,Avon,Indiana,Republican,37.1,80292.0,1762.1857142857143,
Cath Coffee & Tea House,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Valerio Coffee Roasters,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
7-Eleven,4.0,Marlton,New Jersey,Democrat,42.1,94160.0,,
Blackberry Cafe,3.0,Saint Louis,Missouri,Democrat,,55279.0,,
Wawa,3.0,Gilbertsville,Pennsylvania,Democrat,55.4,117426.0,,
Lucky 7 Deli,3.0,Bristol,Pennsylvania,Republican,,70595.0,1622.25,
Kool Licks,5.0,Sellersville,Pennsylvania,Republican,45.2,88516.0,,
Fulton Street Cafe,3.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Cafe Soleil,5.0,St. Pete Beach,Florida,Republican,38.5,108931.0,,
Hyde Perk Coffee House,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
McDonald's,2.0,Brentwood,Tennessee,Republican,65.8,184720.0,2257.203703703704,
Gold Coffee Pancake House,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
7-Eleven,2.5,Conshohocken,Pennsylvania,Democrat,55.4,117330.0,2378.5670794633643,
Tropiccool,4.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Starbucks,2.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Chef's Market Cafe & Takeaway,4.5,Goodlettsville,Tennessee,Republican,35.1,65898.0,1786.8333333333333,
Darkshot Coffee,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Wawa,4.0,Somerdale,New Jersey,Democrat,38.8,79101.0,1754.0,
The Station,4.0,Merchantville,New Jersey,Democrat,38.8,91607.0,,
Starbucks,2.0,Newark,Delaware,Democrat,38.7,71373.0,2153.965643274854,
Cosi,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Gryphon Cafe,4.0,Wayne,Pennsylvania,Democrat,44.4,143981.0,2133.833333333333,
Starbucks,3.5,Wayne,Pennsylvania,Democrat,44.4,143981.0,2133.833333333333,
Traveling Tea,4.5,Maplewood,Missouri,Democrat,46.7,65510.0,1205.2407407407406,
Cristino's Bakery,5.0,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
DoDo Bakery,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Devon Donut & Bagel Company,3.5,Devon,Pennsylvania,Democrat,58.0,194813.0,2037.2222222222224,
Frog at the Yard,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Wawa,3.5,Audubon,New Jersey,Democrat,38.8,116900.0,,
Barrister's Bagels,3.0,Royersford,Pennsylvania,Democrat,55.4,67083.0,1867.1333333333328,
Wawa,3.5,Royersford,Pennsylvania,Democrat,55.4,67083.0,1867.1333333333328,
The White Heron Tea and Gifts,4.5,New Port Richey,Florida,Republican,31.3,46160.0,1753.8333333333333,
Wawa,3.5,Lansdale,Pennsylvania,Democrat,55.4,86460.0,1966.2497212931996,
The Independent,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
McDonald's,1.5,Valley Park,Missouri,Democrat,46.7,64470.0,1525.8,
Starbucks,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
The Praline Connection,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
The Neidhammer Coffee Co.,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Veskolini Cafe,5.0,Dunedin,Florida,Republican,38.5,68068.0,2087.5775446775447,
McDonald's,2.5,Marana,Arizona,Democrat,37.9,108256.0,2097.519841269841,
Starbucks,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Rembrandts,3.5,Eagle,Idaho,Republican,46.3,118037.0,1985.2402777777777,
Grounds 4 Inspiration,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,1.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Wawa,2.5,Pennsauken,New Jersey,Democrat,38.8,91000.0,2524.0,
Riverside Village,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Dawn Patrol,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Breakfast Culture Club,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Swill Coffee and Wine,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Barnes & Noble Booksellers,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
Frost Gelato,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Bandit Coffee Co.,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Eeffoc Cafe,3.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Whistle Stop Gourmet Coffee Shop,4.0,Plant City,Florida,Republican,39.6,64536.0,2014.522077922078,
Starbucks,3.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,4.0,Ferguson,Missouri,Democrat,46.7,46106.0,1299.638888888889,
Morning Call Coffee Stand,4.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
City Market Eats,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Swiss Haus Cafe & Pastry Bar,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Alert Coffee,5.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
La Colombe Coffee,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
IHOP,2.0,Boone,North Carolina,Democrat,,28633.0,1812.5,
Addicted To Joe,4.5,Gulfport,Florida,Republican,38.5,68617.0,2081.904761904762,
CC's Coffee House,3.5,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Backyard Bowls,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Kakao Chocolate,4.5,Clayton,Missouri,Democrat,46.7,128898.0,1712.9682539682535,
McDonald's,2.0,Brentwood,Tennessee,Republican,65.8,184720.0,2257.203703703704,
Americano Lounge,5.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Cafe Hope's Green Dot Cafe,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,3.0,Broomall,Pennsylvania,Democrat,44.4,114844.0,,
Canes Cafe and Corner Store,5.0,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
7-Eleven,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Chatime - Bubble Tea Cafe,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Starbucks,3.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Phat Bites,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,3.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Emerald City Cafe & Catering,3.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
McDonald's,1.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Wawa,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Sunrise Cafe,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Sweetheart Cupcakes,3.5,Plainfield,Indiana,Republican,37.1,85074.0,1703.8148148148148,
Petit Piquant,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Daily Grind,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Trackside Cafe,2.0,Paoli,Pennsylvania,Democrat,58.0,117094.0,2429.0333333333333,
Mammoth Espresso,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Brew D Licious,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Dunkin',2.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Cynwyd Station Cafe And Tea Room,4.0,Bala Cynwyd,Pennsylvania,Democrat,55.4,144453.0,,
Wawa,3.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
McDonald's,1.0,Avondale,Louisiana,Republican,31.2,47561.0,,
Treasure Valley Coffee - Boise,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Dunkin',3.0,Doylestown,Pennsylvania,Republican,,93672.0,2597.1666666666665,
District Coffee,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Dunkin' Donuts,2.5,Chalmette,Louisiana,Republican,,56875.0,1436.9444444444446,
Truffles,5.0,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Fair Grinds Coffee House,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,2.5,Glassboro,New Jersey,Republican,37.6,80388.0,2963.31746031746,
Dunkin',1.5,Oldsmar,Florida,Republican,38.5,76100.0,1936.440476190476,
Wawa,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Dunkin',1.0,Zephyrhills,Florida,Republican,31.3,49295.0,1854.3201058201057,
Poke Theory SB,4.5,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
Dunkin',2.0,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
The Blind Tiger Cafe - Ybor City,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Dunkin',1.5,Saint Charles,Missouri,Republican,,55279.0,,
Starbucks,3.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
McDonald's,3.0,Salem,New Jersey,Republican,24.4,40650.0,1800.0,
Wawa,2.5,North Wales,Pennsylvania,Democrat,55.4,115833.0,1930.419047619048,
Grindhouse,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
McDonald's,2.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Square Donuts,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Provisions Coffee & Kitchen,4.5,Wesley Chapel,Florida,Republican,31.3,107004.0,2225.93855222764,
Bold Coffee Bar,5.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Mazag Cafe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Fill A Bagel & Breads,3.5,Jenkintown,Pennsylvania,Democrat,55.4,114306.0,1958.388888888889,
Starbucks,2.5,Doylestown,Pennsylvania,Republican,,93672.0,2597.1666666666665,
"The Human Bean Boise, W. State St",4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Latteria,5.0,Swedesboro,New Jersey,Republican,37.6,91000.0,2950.0,
McDonald's,1.5,St. Charles,Missouri,Republican,43.4,85522.0,,
Dunkin',1.5,Pinellas Park,Florida,Republican,38.5,62043.0,2039.4087024087028,
Dunkin',1.5,Cherry Hill,New Jersey,Democrat,38.8,91000.0,2419.9864433811804,
Kahwa St Pete Drive Thru,4.0,Saint Petersburg,Florida,Republican,,71302.0,,
The Brim Coffee House,3.5,Eagle,Idaho,Republican,46.3,118037.0,1985.2402777777777,
Starbucks,3.0,Bordentown,New Jersey,Democrat,,91208.0,,
Mimi's Ice Cream & Coffee Shoppe,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Brunchies - Lutz,4.0,Lutz,Florida,Republican,39.6,114516.0,2055.789287749288,
Whole and Grounded Cafe,5.0,Woodbury,New Jersey,Republican,37.6,74769.0,2549.5,
Starbucks,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Federal Donuts,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,4.0,Talleyville,Delaware,Democrat,,55269.0,,
Wawa,4.0,Swedesboro,New Jersey,Republican,37.6,91000.0,2950.0,
Boise Bistro Market,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Starbucks,3.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Dunkin',2.0,Wesley Chapel,Florida,Republican,31.3,107004.0,2225.93855222764,
TeaBuds Brewing,3.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Certified Kitchen + Bakery,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Nestle Toll House Cafe by Chip,3.0,Lutz,Florida,Republican,39.6,114516.0,2055.789287749288,
"A Tutti, Ristorante Italiano",4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Caffe Primo,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
McDonald's,2.0,Seffner,Florida,Republican,39.6,88167.0,2141.3650793650795,
Pineapplez,4.0,Saint Petersburg,Florida,Republican,,71302.0,,
Dunkin',2.5,Pennsauken,New Jersey,Democrat,38.8,91000.0,2524.0,
Pontilly Coffee,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,3.5,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
Wishbone,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Nyumbarista OHV,5.0,Old Hickory,Tennessee,Democrat,,75197.0,,
Teavana,2.5,King of Prussia,Pennsylvania,Democrat,55.4,86149.0,2166.7329901329904,
Course Coffee Roasters,5.0,Saint Charles,Missouri,Republican,,55279.0,,
The O Oracle 2000,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Dunkin',2.5,Harleysville,Pennsylvania,Democrat,55.4,111530.0,,
Franklin Family Pharmacy,4.5,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Koliyan,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Sweetwaters Coffee & Tea,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
British Bee Tea,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,2.5,Greenwood,Indiana,Republican,38.0,78765.0,1632.2466230936818,
Mango Mango Dessert,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Reno Coffee Company,5.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Dunkin',1.5,Turnersville,New Jersey,Republican,37.6,156176.0,,
McDonald's,1.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
The Gelateria Coffee Company,4.5,Saint Louis,Missouri,Democrat,,55279.0,,
Wawa,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Coffee,4.0,Marrero,Louisiana,Republican,31.2,45633.0,1651.5873015873017,
Casa Casale,4.0,Lahaska,Pennsylvania,Republican,,60698.0,,
Trinity Coffee,4.5,Antioch,Tennessee,Democrat,,75197.0,,
Starbucks,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
The Turning Point - Cherry Hill,3.5,Cherry Hill,New Jersey,Democrat,38.8,91000.0,2419.9864433811804,
Serious Cookie Company,3.5,Clearwater Beach,Florida,Republican,,71302.0,,
Tony's Donuts - McKelvey,4.5,Maryland Heights,Missouri,Democrat,46.7,86485.0,1322.1503759398497,
Jersey Java and Tea,3.5,Haddonfield,New Jersey,Democrat,38.8,190882.0,1900.8333333333333,
Dunkin',2.5,Apollo Beach,Florida,Republican,39.6,113130.0,2339.319035947712,
Cafe Envie & Espresso Bar,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,2.5,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Seminole Hard Rock Hotel & Casino Tampa,2.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Wawa,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Annie Moons Bakery & Cafe,5.0,Saint Louis,Missouri,Democrat,,55279.0,,
Duck Donuts,4.0,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Wawa,3.5,Palmyra,New Jersey,Democrat,42.1,85014.0,2137.5,
Wawa,3.5,Marlton,New Jersey,Democrat,42.1,94160.0,,
Devon Donut & Bagel Company,4.0,Paoli,Pennsylvania,Democrat,58.0,117094.0,2429.0333333333333,
7-Eleven,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Yolk Iron Works,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
AeroCaffe´,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Dunkin',3.0,Logan Township,New Jersey,Republican,,91000.0,,
Crumbles & Cream,4.0,Plant City,Florida,Republican,39.6,64536.0,2014.522077922078,
Caffè Capri,5.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Birds Nest Cafe,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Blondie's Coffee and Wine Bar,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
Starbucks,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Starbucks,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Cathey's Coffee Bar,4.0,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
'feine,4.5,Conshohocken,Pennsylvania,Democrat,55.4,117330.0,2378.5670794633643,
Starbucks,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Cosi,2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Duck Donuts,4.0,Marlton,New Jersey,Democrat,42.1,94160.0,,
Starbucks,3.0,Bellevue,Tennessee,Democrat,,75197.0,,
Starbucks,4.5,Goodlettsville,Tennessee,Republican,35.1,65898.0,1786.8333333333333,
Catalyst Coffee Bar,4.5,Saint Louis,Missouri,Democrat,,55279.0,,
Starbucks,3.0,Oro Valley,Arizona,Democrat,37.9,105342.0,1923.6564327485376,
Wawa,3.5,Abington,Pennsylvania,Democrat,,60698.0,,
Mad Hatter Cafe,5.0,Hatboro,Pennsylvania,Democrat,55.4,108927.0,2555.833333333333,
Puccino's Coffee House,3.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Fancy Plants,4.5,Mooresville,Indiana,Republican,21.6,70228.0,,
Wawa Food Markets,4.5,Newtown Square,Pennsylvania,Democrat,,60698.0,3116.611111111111,
Dunkin',2.5,Brooklawn,New Jersey,Democrat,38.8,55882.0,,
Pied Out Bakeshop,5.0,Delanco,New Jersey,Democrat,,91000.0,,
Wawa,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Common Grounds Philly,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Kopi Latte,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Silver State Eatery,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Wawa,4.5,Royersford,Pennsylvania,Democrat,55.4,67083.0,1867.1333333333328,
McDonald's,1.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
BAMBU,4.5,Pennsauken,New Jersey,Democrat,38.8,91000.0,2524.0,
Dunkin',2.0,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
Market on Ninth,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Federal Donuts,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,3.0,Greenwood,Indiana,Republican,38.0,78765.0,1632.2466230936818,
Fresh Cafe and Catering,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Zeal Coffee Roasters,4.5,Lutz,Florida,Republican,39.6,114516.0,2055.789287749288,
Lucky Perk Coffee,4.0,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
The Coffee Room,4.0,Newtown,Pennsylvania,Republican,45.2,146765.0,2431.944444444445,
Tin Comet Coffee,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
swah-rey,4.5,St Petersburg,Florida,Republican,,71302.0,2063.6960586694618,
DGX,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
